filename,width,height,class,xmin,ymin,xmax,ymax
00003_00001_jpg.rf.f039f87423893aac176c460a50e1963e.jpg,416,416,golfball,177,124,188,137
00003_00002_jpg.rf.291d714c224e161c1b250dab0f365246.jpg,416,416,golfball,177,91,188,104
00003_00002_jpg.rf.a20cb347a751dfba1afae004c42c3dbf.jpg,416,416,golfball,177,91,188,104
00003_00002_jpg.rf.c01bc837e168f70ae28cc72ea4224aa5.jpg,416,416,golfball,177,91,188,104
00003_00003_jpg.rf.4e5d2606195850c3ad55de65d13c6856.jpg,416,416,golfball,93,124,104,137
00003_00003_jpg.rf.958427ebd386e819736d36f649311ecd.jpg,416,416,golfball,93,124,104,137
00003_00003_jpg.rf.ea4f18e4d2062f2dd4cedf9fdfd9ea18.jpg,416,416,golfball,93,124,104,137
00004_00002_jpg.rf.1d7c04d6806f0379044e2c039a169f93.jpg,416,416,golfball,308,203,319,213
00004_00002_jpg.rf.295c13bbc22b129db641949c69e0746c.jpg,416,416,golfball,308,203,319,213
00004_00002_jpg.rf.7f378b1780a8a9ca6e03ccac292e20c2.jpg,416,416,golfball,308,203,319,213
00004_00004_jpg.rf.a9dab6cf85b44c784743d3cd59dd76f4.jpg,416,416,golfball,201,310,212,320
00004_00004_jpg.rf.eb9d0be3a4879b83d2e2362690abdd9f.jpg,416,416,golfball,201,310,212,320
00004_00004_jpg.rf.ef391ca8c1ad016dea6d311ef2edf66a.jpg,416,416,golfball,201,310,212,320
00004_00005_jpg.rf.0e8407c2a264af854b9a0701b250167b.jpg,416,416,golfball,201,203,212,213
00004_00005_jpg.rf.93c22d28a2f1e5fe9ed23f608cfa3f3c.jpg,416,416,golfball,201,203,212,213
00004_00005_jpg.rf.f3304974380459d83e7ef296a0f050b0.jpg,416,416,golfball,201,203,212,213
00004_00007_jpg.rf.4efaa34a796d2e5777dbee6a76ec0697.jpg,416,416,golfball,93,310,104,320
00004_00007_jpg.rf.5f9b201c892c265616f8b95d6b8e94ea.jpg,416,416,golfball,93,310,104,320
00004_00007_jpg.rf.7c748b92be913210b2433b4e0910503e.jpg,416,416,golfball,93,310,104,320
00004_00009_jpg.rf.17d8fadb4f1f7c7d3c528a7ec2291778.jpg,416,416,golfball,93,185,104,195
00004_00009_jpg.rf.83e4e05224042f72e35dd1a137295fc6.jpg,416,416,golfball,93,185,104,195
00004_00009_jpg.rf.8e2fcc739e49bc739aaffee78220c56d.jpg,416,416,golfball,93,185,104,195
00005_00003_jpg.rf.64c9d014460f9c479078c3298489947a.jpg,416,416,golfball,308,93,319,104
00005_00003_jpg.rf.bb2c70223fecbe86623a34e83c9194b4.jpg,416,416,golfball,308,93,319,104
00005_00003_jpg.rf.f1efbe29b4c90d8bf51f4d4bb3f92d01.jpg,416,416,golfball,308,93,319,104
00005_00004_jpg.rf.112eb47d52ad669213ceb7ac240df2bd.jpg,416,416,golfball,201,229,212,240
00005_00004_jpg.rf.a1c6a54d6e4700b26b9adbd92e7878b4.jpg,416,416,golfball,201,229,212,240
00005_00004_jpg.rf.fb2d53078154b77ac8cb180716d77897.jpg,416,416,golfball,201,229,212,240
00005_00005_jpg.rf.5894d2ac82b39789ac6ad596cc97884f.jpg,416,416,golfball,201,201,212,212
00005_00005_jpg.rf.81fa404e85500fa7e258a8354bd95add.jpg,416,416,golfball,201,201,212,212
00005_00005_jpg.rf.f03367eeb251c149773e24211115ec16.jpg,416,416,golfball,201,201,212,212
00005_00009_jpg.rf.b10d87f4b5a42e4aff1f34560cdc524e.jpg,416,416,golfball,93,93,104,104
00005_00009_jpg.rf.d5cf65b31a9561a08549d218a4ceac83.jpg,416,416,golfball,93,93,104,104
00005_00009_jpg.rf.e27e65c8ffa9591c757bf0cd83f981f6.jpg,416,416,golfball,93,93,104,104
00006_00001_jpg.rf.65b278d1c4b88ae92e179db1b43190ae.jpg,416,416,golfball,310,267,317,272
00006_00001_jpg.rf.d33f4373dfac4a9358f6a75eb89aa68c.jpg,416,416,golfball,310,267,317,272
00006_00001_jpg.rf.f6c9b10fc61cc8b25b5a6215e4681288.jpg,416,416,golfball,310,267,317,272
00006_00002_jpg.rf.66d8e48940be6f4a52d5c0f5582e008c.jpg,416,416,golfball,310,205,317,210
00006_00002_jpg.rf.ac589390fe6aa421b36327d4c961ad23.jpg,416,416,golfball,310,205,317,210
00006_00002_jpg.rf.d8b2dfe7df5576ad8d4be14a75549067.jpg,416,416,golfball,310,205,317,210
00006_00003_jpg.rf.1d2773bc7b5408ac3d06296aacb84964.jpg,416,416,golfball,310,96,317,101
00006_00003_jpg.rf.bae5759941f0813c41b459f892a2ab45.jpg,416,416,golfball,310,96,317,101
00006_00003_jpg.rf.e5e9fad8b502939e69440384a4cbc6ef.jpg,416,416,golfball,310,96,317,101
00006_00004_jpg.rf.752e3556fbe45b0f09801dd324d19f61.jpg,416,416,golfball,203,267,210,272
00006_00004_jpg.rf.79534fc67aeb00f85285b45ffbf8ac71.jpg,416,416,golfball,203,267,210,272
00006_00004_jpg.rf.ddc885fdb6fdfef59b9768b238478ec4.jpg,416,416,golfball,203,267,210,272
00006_00005_jpg.rf.5d64a1dbcd6d649614d95fae976d503f.jpg,416,416,golfball,203,205,210,210
00006_00005_jpg.rf.73b7d3ef76485f551714c08e5804f6b2.jpg,416,416,golfball,203,205,210,210
00006_00005_jpg.rf.cd67b5e478c334a182ac83bbf9e7fab0.jpg,416,416,golfball,203,205,210,210
00006_00007_jpg.rf.47c94c408790fe752d7b414e242afb12.jpg,416,416,golfball,95,267,102,272
00006_00007_jpg.rf.726b45e326f5dbf6664d0bdf4a18c08f.jpg,416,416,golfball,95,267,102,272
00006_00007_jpg.rf.9c556c5566470717b5c0613063c1e2b2.jpg,416,416,golfball,95,267,102,272
00006_00009_jpg.rf.17571af173f973bab12ff2a48d023fd4.jpg,416,416,golfball,95,96,102,101
00006_00009_jpg.rf.536aa8de38cde488ab54cf9ba40120a3.jpg,416,416,golfball,95,96,102,101
00006_00009_jpg.rf.86e0dd911c14bab296b68a61d81377a5.jpg,416,416,golfball,95,96,102,101
00007_00002_jpg.rf.15ff1f89c52fa8ebd92b215d9cb03887.jpg,416,416,golfball,312,205,316,209
00007_00002_jpg.rf.4cf1a1aa94e0d3415cd9cb3f2b433caa.jpg,416,416,golfball,312,205,316,209
00007_00002_jpg.rf.ef5393ab03cdaec5044ac644bf7a15ff.jpg,416,416,golfball,312,205,316,209
00007_00003_jpg.rf.78ffe26ac0fa715161d9581895bdf74a.jpg,416,416,golfball,312,97,316,101
00007_00003_jpg.rf.7ce27512054ca9411f5cb5928c91b7ca.jpg,416,416,golfball,312,97,316,101
00007_00003_jpg.rf.cf129034c5186872681f235faca30cf3.jpg,416,416,golfball,312,97,316,101
00007_00004_jpg.rf.610e0bd7f1e3c6c62c76a6236743254d.jpg,416,416,golfball,205,312,209,316
00007_00004_jpg.rf.83fcfa2814e5bd727f2da5edc2df41cb.jpg,416,416,golfball,205,312,209,316
00007_00004_jpg.rf.b0d757290f5f441345e47829d2554a67.jpg,416,416,golfball,205,312,209,316
00007_00005_jpg.rf.8f2cccc8f020ed654c974e4787e39a09.jpg,416,416,golfball,205,205,209,209
00007_00005_jpg.rf.fcf7a394e65b62f982fea29cfa3136da.jpg,416,416,golfball,205,205,209,209
00007_00005_jpg.rf.fdaadd91e630e38ea7e3a0f0561b4891.jpg,416,416,golfball,205,205,209,209
00007_00006_jpg.rf.310f4e2e703e9a245f5ee991dda52ad2.jpg,416,416,golfball,205,97,209,101
00007_00006_jpg.rf.7eb990adb0116c735e4b9ed3fe13f901.jpg,416,416,golfball,205,97,209,101
00007_00006_jpg.rf.be2fb3ad86e34b80f6048153006b0986.jpg,416,416,golfball,205,97,209,101
00007_00007_jpg.rf.0bf9d293a705dac4cbec64e37d994e05.jpg,416,416,golfball,97,312,101,316
00007_00007_jpg.rf.6b6828a5e2872c52fa4f7af8f6dcc897.jpg,416,416,golfball,97,312,101,316
00007_00007_jpg.rf.f55e2f0933177f05f91f8caad683f53a.jpg,416,416,golfball,97,312,101,316
00007_00008_jpg.rf.4197759e2fd53e1f1b9671be41f0f8af.jpg,416,416,golfball,97,205,101,209
00007_00008_jpg.rf.63f333333b6ceeaa2226d31bfe4fa68d.jpg,416,416,golfball,97,205,101,209
00007_00008_jpg.rf.a6e8304783de51102128171a057b0d41.jpg,416,416,golfball,97,205,101,209
00008_00001_jpg.rf.1748a7bcab4b6daabf2482197e1f17b0.jpg,416,416,golfball,308,312,319,319
00008_00001_jpg.rf.5c8ec187dc18c7874b76b3772d5aeddd.jpg,416,416,golfball,308,312,319,319
00008_00001_jpg.rf.a58077b27544faa18a23388c9ec8fc7b.jpg,416,416,golfball,308,312,319,319
00008_00002_jpg.rf.0dc9652894a1c73d8f2b2c7f0bcbc4e4.jpg,416,416,golfball,308,277,319,284
00008_00002_jpg.rf.66168f8967a373da02b1d4f5d3dfabb3.jpg,416,416,golfball,308,277,319,284
00008_00002_jpg.rf.8704afdf24d70976c0ff9b793189db37.jpg,416,416,golfball,308,277,319,284
00008_00003_jpg.rf.1b528c30df28f5a56e98e2853f4361d1.jpg,416,416,golfball,201,312,212,319
00008_00003_jpg.rf.7fc79ea3049f725dbfe48ea986aba74e.jpg,416,416,golfball,201,312,212,319
00008_00003_jpg.rf.cdc77baac7dfc6e2effc77c0049ab7d5.jpg,416,416,golfball,201,312,212,319
00008_00006_jpg.rf.106315b14175df4f355efd4b227e4df0.jpg,416,416,golfball,177,277,188,284
00008_00006_jpg.rf.31aa15d4fb2297f13ddec2b368d49075.jpg,416,416,golfball,177,277,188,284
00008_00006_jpg.rf.d289d9ad048276fc7ece633216f40795.jpg,416,416,golfball,177,277,188,284
00009_00001_jpg.rf.2e49d8d64feb902b36731fa6f6c954d5.jpg,416,416,golfball,307,307,320,320
00009_00001_jpg.rf.a81fb9dd3b37b9de3256c98265d4188f.jpg,416,416,golfball,307,307,320,320
00009_00001_jpg.rf.f2ca57323ac55391da23ba62c1e57cf9.jpg,416,416,golfball,307,307,320,320
00009_00003_jpg.rf.1e96416c7e68625f07388be3917b0902.jpg,416,416,golfball,200,307,213,320
00009_00003_jpg.rf.6957c75e0173ce640c9c8e30cbf54f2c.jpg,416,416,golfball,200,307,213,320
00009_00003_jpg.rf.dc6de6b205300196a27cfa00b7e4dfbb.jpg,416,416,golfball,200,307,213,320
00009_00004_jpg.rf.512593f18707dd55ba42beed499bc492.jpg,416,416,golfball,200,272,213,285
00009_00004_jpg.rf.e75ca3077b4891ea48b8cfaea8ef8db1.jpg,416,416,golfball,200,272,213,285
00009_00004_jpg.rf.e7b96668320ffd0c1d51422deb97d9dd.jpg,416,416,golfball,200,272,213,285
00009_00005_jpg.rf.10e5cce287532bc9554c05b2ae3b5322.jpg,416,416,golfball,143,307,156,320
00009_00005_jpg.rf.89df025b518c0c6d3ca391cd68a16254.jpg,416,416,golfball,143,307,156,320
00009_00005_jpg.rf.b393dd58ba85f6c46714c7db1fda2207.jpg,416,416,golfball,143,307,156,320
00010_00002_jpg.rf.3d1f4906da8da183ff2ceb57ec33dead.jpg,416,416,golfball,308,271,319,281
00010_00002_jpg.rf.aab4bbac046c48a173552dfbe77ad224.jpg,416,416,golfball,308,271,319,281
00010_00002_jpg.rf.e1dd34b82f984ff33b24f25e2ab8f9b5.jpg,416,416,golfball,308,271,319,281
00010_00003_jpg.rf.1535002dc4805b084d31fdf53fa41cdc.jpg,416,416,golfball,201,310,212,320
00010_00003_jpg.rf.8d58591a7e1464137988d87e95736f5c.jpg,416,416,golfball,201,310,212,320
00010_00003_jpg.rf.f90274ca77d86380bd075255b2e8775a.jpg,416,416,golfball,201,310,212,320
00010_00004_jpg.rf.097f4f24d6b363826b6e8cf2d42817fb.jpg,416,416,golfball,201,271,212,281
00010_00004_jpg.rf.8b8dacbf3e443781b73bcc56a9f30164.jpg,416,416,golfball,201,271,212,281
00010_00004_jpg.rf.9e1adc198123a4b0835701eff99a55a4.jpg,416,416,golfball,201,271,212,281
00010_00005_jpg.rf.3164cc0eabd2b964ee95f3af2f509f7d.jpg,416,416,golfball,132,310,143,320
00010_00005_jpg.rf.7fe439be962389e03fd1587036812774.jpg,416,416,golfball,132,310,143,320
00010_00005_jpg.rf.aa06102f4b3ba48bc772507eacf72b02.jpg,416,416,golfball,132,310,143,320
00013_00002_jpg.rf.4e5359a235f6c0b2e34faee4c13c5d43.jpg,416,416,golfball,304,253,323,275
00013_00002_jpg.rf.6aa7147d924e29fcd2595cb34e563849.jpg,416,416,golfball,304,253,323,275
00013_00002_jpg.rf.bee469efa2e7323d6dac55545617fd66.jpg,416,416,golfball,304,253,323,275
00013_00005_jpg.rf.1ebbe18eaaeb08021318ce2440e4fb6f.jpg,416,416,golfball,89,303,108,325
00013_00005_jpg.rf.1f552339c62629e486f9777e211174e2.jpg,416,416,golfball,89,303,108,325
00013_00005_jpg.rf.438ec43cb4eff464fb817e6f4666b833.jpg,416,416,golfball,89,303,108,325
00014_00003_jpg.rf.82fecef4fe5f1b3a7c9b4698c64d497b.jpg,416,416,golfball,302,88,326,110
00014_00003_jpg.rf.8c76a2f3ec2ad79c38f3bfe07f804c8a.jpg,416,416,golfball,302,88,326,110
00014_00003_jpg.rf.d4c40c787ea8039ca20ee270d715c93a.jpg,416,416,golfball,302,88,326,110
00014_00004_jpg.rf.141b4493963bccaef18ad10dfef7da20.jpg,416,416,golfball,195,304,219,326
00014_00004_jpg.rf.deced3aeaf5ed7bc3384c69c43f47331.jpg,416,416,golfball,195,304,219,326
00014_00004_jpg.rf.f4270e3b3be68bb001e2662fbb3e19b5.jpg,416,416,golfball,195,304,219,326
00014_00006_jpg.rf.0aaed98ba3e8d772309a74e5c91b379c.jpg,416,416,golfball,195,88,219,110
00014_00006_jpg.rf.8dc80296cc6270e92709cf4ffe56b27c.jpg,416,416,golfball,195,88,219,110
00014_00006_jpg.rf.9f93066bc7d59f242e8c21b0b20b4a8b.jpg,416,416,golfball,195,88,219,110
00014_00007_jpg.rf.069ae1483fb9ea815d08937003b2bb66.jpg,416,416,golfball,87,304,111,326
00014_00007_jpg.rf.b97a821aed062a2e58073da37b84a4d2.jpg,416,416,golfball,87,304,111,326
00014_00007_jpg.rf.e12a16dccf4e32a0d33d097fd8405d1d.jpg,416,416,golfball,87,304,111,326
00015_00001_jpg.rf.02d8e0490d013a5431aa0512df3fe85e.jpg,416,416,golfball,305,309,323,322
00015_00001_jpg.rf.27926974052c32e80722c7c6b6ce5a61.jpg,416,416,golfball,305,309,323,322
00015_00001_jpg.rf.4138b274ed4ec750769c7b2900226b6b.jpg,416,416,golfball,305,309,323,322
00015_00002_jpg.rf.168e7f353453dda907419a31eff843c6.jpg,416,416,golfball,305,253,323,266
00015_00002_jpg.rf.22ebe5877f604809cd28634a188c4d68.jpg,416,416,golfball,305,253,323,266
00015_00002_jpg.rf.69aa7d9f2b4d0cadd1dc0dc4c067ca73.jpg,416,416,golfball,305,253,323,266
00015_00005_jpg.rf.1835c807e03096c3ce6ad8c20fa22838.jpg,416,416,golfball,90,309,108,322
00015_00005_jpg.rf.a65b1386d94633058a95fcae9379f8fd.jpg,416,416,golfball,90,309,108,322
00015_00005_jpg.rf.c022c4c2fcb482f8860aa893d04ccfbe.jpg,416,416,golfball,90,309,108,322
00015_00006_jpg.rf.0dc376d15e1664fdb6c9024748774803.jpg,416,416,golfball,90,253,108,266
00015_00006_jpg.rf.37f3123280a3c14b32e92f531fd8d3e1.jpg,416,416,golfball,90,253,108,266
00015_00006_jpg.rf.ccd74e8f1d69d21e69d259ede02ff443.jpg,416,416,golfball,90,253,108,266
00016_00001_jpg.rf.0e744329e6751efa9d824917f7e992d8.jpg,416,416,golfball,310,275,317,282
00016_00001_jpg.rf.a788018a679dd013055a70075a85b528.jpg,416,416,golfball,310,275,317,282
00016_00001_jpg.rf.cf7c52fdb4b3651b215d3f0c63d9ef89.jpg,416,416,golfball,310,275,317,282
00016_00003_jpg.rf.27bfb1d85e4c05f7aa9762cdd6a76304.jpg,416,416,golfball,310,95,317,102
00016_00003_jpg.rf.4a5e5f8a08c8f42c2c51a8f7bad6f267.jpg,416,416,golfball,310,95,317,102
00016_00003_jpg.rf.8ff5b940c57bd0775d3fbfd09014163b.jpg,416,416,golfball,310,95,317,102
00016_00006_jpg.rf.67c0fa34e3ced801787c59254ec2b8ac.jpg,416,416,golfball,203,95,210,102
00016_00006_jpg.rf.6e3249de922c545fe554499d1e917d9b.jpg,416,416,golfball,203,95,210,102
00016_00006_jpg.rf.ca513e35748c230cd4772f85ae4e87ec.jpg,416,416,golfball,203,95,210,102
00016_00008_jpg.rf.0325bb37ead0f421d08424c76ccd32a8.jpg,416,416,golfball,95,203,102,210
00016_00008_jpg.rf.2bf00ef3d5f3c152aae26c8d0b29da07.jpg,416,416,golfball,95,203,102,210
00016_00008_jpg.rf.4e250cb5347167293b97c6f50c48aafa.jpg,416,416,golfball,95,203,102,210
00016_00009_jpg.rf.8d30125f5b0b89ee6be2af77f674936c.jpg,416,416,golfball,95,95,102,102
00016_00009_jpg.rf.9d1191f8070ed988c46c20b6838cd4a2.jpg,416,416,golfball,95,95,102,102
00016_00009_jpg.rf.cca11c5c09b0c04fbedcf37cfee9e438.jpg,416,416,golfball,95,95,102,102
00017_00002_jpg.rf.8551be462e1c731c4a4196c18ae2cd90.jpg,416,416,golfball,304,212,323,234
00017_00002_jpg.rf.c330296c6c84a31d3fbed7043c1d1f30.jpg,416,416,golfball,304,212,323,234
00017_00002_jpg.rf.c8ff6db7080bc0ebaad9f457ef592bed.jpg,416,416,golfball,304,212,323,234
00017_00003_jpg.rf.1f80f1036f104701f0c97176bbe8f74c.jpg,416,416,golfball,197,303,216,325
00017_00003_jpg.rf.aa1c8f1281f90353de776aa001c8e6b6.jpg,416,416,golfball,197,303,216,325
00017_00003_jpg.rf.fb81f3a03cc60c6fedd5bb51abbeac96.jpg,416,416,golfball,197,303,216,325
00017_00004_jpg.rf.3b0976c9a5ea273207c0976f899d399b.jpg,416,416,golfball,197,212,216,234
00017_00004_jpg.rf.565e32b5f02539116ba984711b54d1cf.jpg,416,416,golfball,197,212,216,234
00017_00004_jpg.rf.eeb3fba21b16b8cab84f3f507735961a.jpg,416,416,golfball,197,212,216,234
00017_00006_jpg.rf.3b9f46f07721e59cb6781ec94caf3e66.jpg,416,416,golfball,89,212,108,234
00017_00006_jpg.rf.99ae814d8292b8d2dc052266d74598a7.jpg,416,416,golfball,89,212,108,234
00017_00006_jpg.rf.e5abc85660e43e1dbc1027babe3b4390.jpg,416,416,golfball,89,212,108,234
00018_00001_jpg.rf.63459f8cc23516ebb3027d03ff7bc49c.jpg,416,416,golfball,308,312,319,319
00018_00001_jpg.rf.9fe7e045d4867eba78ebd701cfcee0c9.jpg,416,416,golfball,308,312,319,319
00018_00001_jpg.rf.bd39ab43eea564c4bcef19113dc8b7b5.jpg,416,416,golfball,308,312,319,319
00018_00004_jpg.rf.0ed126bf31a7c9c94813b8930861c393.jpg,416,416,golfball,201,312,212,319
00018_00004_jpg.rf.6ff563e468312c895405de96b51e5c95.jpg,416,416,golfball,201,312,212,319
00018_00004_jpg.rf.857a90194613d1eeeab022d4a83ef7b4.jpg,416,416,golfball,201,312,212,319
00018_00005_jpg.rf.4ed37649502363499fee0945a7abceca.jpg,416,416,golfball,201,205,212,212
00018_00005_jpg.rf.ee36ba42e522dabc6bbd0e03af83b013.jpg,416,416,golfball,201,205,212,212
00018_00005_jpg.rf.ef6b03b665196ada213267a7a9039f55.jpg,416,416,golfball,201,205,212,212
00018_00006_jpg.rf.608a85fcf155dbd6af3c38370c199eaa.jpg,416,416,golfball,201,96,212,103
00018_00006_jpg.rf.79e025c6f17c0e2c42fd8721be20e17e.jpg,416,416,golfball,201,96,212,103
00018_00006_jpg.rf.fb5e8229392be34b95726410bcfe797b.jpg,416,416,golfball,201,96,212,103
00018_00008_jpg.rf.45bc1de762bb4b966071bf799c6809e2.jpg,416,416,golfball,93,205,104,212
00018_00008_jpg.rf.461e306fa0d46ea1fee1032e021948ee.jpg,416,416,golfball,93,205,104,212
00018_00008_jpg.rf.889ffba71f6314dfb357b532ff20fac3.jpg,416,416,golfball,93,205,104,212
00020_00002_jpg.rf.103c21d1b091cde583fef0ef2153ce1a.jpg,416,416,golfball,305,205,323,215
00020_00002_jpg.rf.335e24dfd4e32b8e55a5372da0cc1431.jpg,416,416,golfball,305,205,323,215
00020_00002_jpg.rf.6369401bd06151ddd9a223232592a8cf.jpg,416,416,golfball,305,205,323,215
00020_00005_jpg.rf.c4fa5102e7ecfc4a2f076eea75447f0c.jpg,416,416,golfball,198,205,216,215
00020_00005_jpg.rf.ccc0d31cde59b1f215ec1278a6a45967.jpg,416,416,golfball,198,205,216,215
00020_00005_jpg.rf.e2f5f81a51c10caa775df171fc47878f.jpg,416,416,golfball,198,205,216,215
00020_00006_jpg.rf.0f553dcbccee2b763ddccb7cdcc5eac3.jpg,416,416,golfball,198,174,216,184
00020_00006_jpg.rf.64fcd2dc20587cf69798273d8403ce25.jpg,416,416,golfball,198,174,216,184
00020_00006_jpg.rf.ac6cf2eb29f541acb99181afe3c11c44.jpg,416,416,golfball,198,174,216,184
00021_00001_jpg.rf.0fa00fee4b898783171ec42e131661dc.jpg,416,416,golfball,303,307,325,325
00021_00001_jpg.rf.a50de65d46e4699799180e4adf926e04.jpg,416,416,golfball,303,307,325,325
00021_00001_jpg.rf.c4e8d4c6f1e85712a082a4f40bc4ee8f.jpg,416,416,golfball,303,307,325,325
00021_00002_jpg.rf.39bf7ac32c20ad1f901977698077b267.jpg,416,416,golfball,303,246,325,264
00021_00002_jpg.rf.992787463b8e7afe76434b0cb49a96db.jpg,416,416,golfball,303,246,325,264
00021_00002_jpg.rf.c5ead89c14cb8e24de9ff02af4fb0d32.jpg,416,416,golfball,303,246,325,264
00021_00004_jpg.rf.02ceb9823f3357a68bfec323d50676a6.jpg,416,416,golfball,196,246,218,264
00021_00004_jpg.rf.6acde94e5977e25bcc82b395984af23e.jpg,416,416,golfball,196,246,218,264
00021_00004_jpg.rf.f25f7cf1cf299ee8c214dcf6c7250885.jpg,416,416,golfball,196,246,218,264
00023_00001_jpg.rf.0a8a9ba204be15527ed598bf0006db71.jpg,416,416,golfball,299,301,329,329
00023_00001_jpg.rf.74e4e3d140b448c0dcc569c2351d036e.jpg,416,416,golfball,299,301,329,329
00023_00001_jpg.rf.9dd8e6808a13b9d959fb3f006635edb1.jpg,416,416,golfball,299,301,329,329
00023_00003_jpg.rf.2c03329adb70e6899b257516bd91b414.jpg,416,416,golfball,192,301,222,329
00023_00003_jpg.rf.2d1ad5d3907c8a64a9555ade32929d0d.jpg,416,416,golfball,192,301,222,329
00023_00003_jpg.rf.9848b0a1190a0302072cd479331d082e.jpg,416,416,golfball,192,301,222,329
00023_00004_jpg.rf.902331dc92a90a166d3001efe2809c4e.jpg,416,416,golfball,192,243,222,271
00023_00004_jpg.rf.b240616668d0e1acdf2f6bbcb45f368b.jpg,416,416,golfball,192,243,222,271
00023_00004_jpg.rf.c7776306560e1a01d828e7f9722e60d1.jpg,416,416,golfball,192,243,222,271
00023_00006_jpg.rf.40b050d2c58e921570daa478c25c0fa8.jpg,416,416,golfball,84,243,114,271
00023_00006_jpg.rf.6acd3be76fefd0f3ec0cdb3597b4c4b1.jpg,416,416,golfball,84,243,114,271
00023_00006_jpg.rf.d35732a2e47ae39e19a30b9c5f9802c2.jpg,416,416,golfball,84,243,114,271
00024_00001_jpg.rf.3deb519795dc0ff1fbf8689484971780.jpg,416,416,golfball,306,313,322,323
00024_00001_jpg.rf.519baf4e0548dfe82c66d9311bc64667.jpg,416,416,golfball,306,313,322,323
00024_00001_jpg.rf.8f30cea34a020ffbc2d41c4302ab2802.jpg,416,416,golfball,306,313,322,323
00024_00004_jpg.rf.153fa7adedb6767b32fc0b1cd477d0dc.jpg,416,416,golfball,199,252,215,262
00024_00004_jpg.rf.7e3216b95841b7d4b6ac5010f2108d20.jpg,416,416,golfball,199,252,215,262
00024_00004_jpg.rf.cf32163b60afa674d962296bc237dc47.jpg,416,416,golfball,199,252,215,262
00024_00005_jpg.rf.0c02ec9f326169b02c68ceb003cb7858.jpg,416,416,golfball,91,313,107,323
00024_00005_jpg.rf.1aaf6511caff2669a246ec3c498be087.jpg,416,416,golfball,91,313,107,323
00024_00005_jpg.rf.6f13a9e2d30514ba245fe32720f2888b.jpg,416,416,golfball,91,313,107,323
00025_00002_jpg.rf.4e539e9a26d087f0003e658b600a1bc7.jpg,416,416,golfball,307,202,320,213
00025_00002_jpg.rf.72cc6a9efc43d2f0418235fcb39ef566.jpg,416,416,golfball,307,202,320,213
00025_00002_jpg.rf.efd7881f01c98ec1cb3a96646a177fc9.jpg,416,416,golfball,307,202,320,213
00025_00006_jpg.rf.a58451a72fed9f9e780868fc54027062.jpg,416,416,golfball,200,93,213,104
00025_00006_jpg.rf.ca5b21d68aaf94451ff018d1180731a6.jpg,416,416,golfball,200,93,213,104
00025_00006_jpg.rf.f75f067b6b676b6a68fc71c940b41f23.jpg,416,416,golfball,200,93,213,104
00025_00009_jpg.rf.0e0e5215bcc6ea607f306202fa37dc88.jpg,416,416,golfball,92,93,105,104
00025_00009_jpg.rf.90f20c5f8f100712d3b932aae481e56b.jpg,416,416,golfball,92,93,105,104
00025_00009_jpg.rf.f9a228f09a02bfca386415a0aa2cd5a7.jpg,416,416,golfball,92,93,105,104
